id,concept_id,"concept_name","concept_code","survey_name",survey_concept_id,count_value,sub,"path",is_parent_question,generate_counts,order_number,"question_string","type","showup_date",parent_question_concept_id,parent_answer_concept_id
2750,765953,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 10 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose10","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953",0,1,1,"No|Yes|Not sure| Skip","QUESTION","2021-10-28 16:41:23",765966,1332898
2749,765953,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 10 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose10","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953",0,1,1,"Not sure| Skip|No|Yes","QUESTION","2021-10-28 16:41:23",765966,1332898
2778,765954,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 11 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954",0,1,1,"Yes|No| Skip|Not sure","QUESTION","2021-10-28 16:41:23",765953,1332898
2775,765954,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 11 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954",0,1,1,"Yes|No| Skip|Not sure","QUESTION","2021-10-28 16:41:23",765953,1332898
2776,765954,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 11 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954",0,1,1," Skip|Yes|No|Not sure","QUESTION","2021-10-28 16:41:23",765953,1332898
2777,765954,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 11 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954",0,1,1," Skip|Not sure|No|Yes","QUESTION","2021-10-28 16:41:23",765953,1332898
2774,765954,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 11 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954",0,1,1," Skip|Yes|No|Not sure","QUESTION","2021-10-28 16:41:23",765953,1332898
2773,765954,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 11 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954",0,1,1,"Yes| Skip|No|Not sure","QUESTION","2021-10-28 16:41:23",765953,1332898
2802,765955,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 12 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955",0,1,1,"No|Not sure|Yes| Skip","QUESTION","2021-10-28 16:41:23",765954,1332898
2799,765955,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 12 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955",0,1,1,"No|Yes|Not sure| Skip","QUESTION","2021-10-28 16:41:23",765954,1332898
2800,765955,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 12 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955",0,1,1,"Not sure|Yes| Skip|No","QUESTION","2021-10-28 16:41:23",765954,1332898
2801,765955,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 12 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955",0,1,1,"Not sure|Yes| Skip|No","QUESTION","2021-10-28 16:41:23",765954,1332898
2798,765955,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 12 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955",0,1,1,"No|Not sure|Yes| Skip","QUESTION","2021-10-28 16:41:23",765954,1332898
2797,765955,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 12 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955",0,1,1,"No| Skip|Yes|Not sure","QUESTION","2021-10-28 16:41:23",765954,1332898
2826,765956,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 13 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose13","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956",0,1,1," Skip|Not sure|No|Yes","QUESTION","2021-10-28 16:41:23",765955,1332898
2823,765956,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 13 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose13","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956",0,1,1,"No|Yes| Skip|Not sure","QUESTION","2021-10-28 16:41:23",765955,1332898
2824,765956,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 13 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose13","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956",0,1,1,"Yes|No| Skip|Not sure","QUESTION","2021-10-28 16:41:23",765955,1332898
2825,765956,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 13 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose13","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956",0,1,1,"Not sure| Skip|No|Yes","QUESTION","2021-10-28 16:41:23",765955,1332898
2822,765956,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 13 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose13","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956",0,1,1," Skip|Not sure|No|Yes","QUESTION","2021-10-28 16:41:23",765955,1332898
2821,765956,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 13 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose13","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956",0,1,1,"No|Not sure|Yes| Skip","QUESTION","2021-10-28 16:41:23",765955,1332898
2850,765957,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 14 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose14","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957",0,1,1," Skip|No|Yes","QUESTION","2021-10-28 16:41:23",765956,1332898
2847,765957,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 14 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose14","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957",0,1,1," Skip|No|Yes","QUESTION","2021-10-28 16:41:23",765956,1332898
2848,765957,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 14 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose14","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957",0,1,1," Skip|Yes|No","QUESTION","2021-10-28 16:41:23",765956,1332898
2849,765957,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 14 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose14","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957",0,1,1,"No|Yes| Skip","QUESTION","2021-10-28 16:41:23",765956,1332898
2846,765957,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 14 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose14","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957",0,1,1,"Yes| Skip|No","QUESTION","2021-10-28 16:41:23",765956,1332898
2845,765957,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 14 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose14","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957",0,1,1,"No| Skip|Yes","QUESTION","2021-10-28 16:41:23",765956,1332898
2874,765958,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 15 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose15","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958",0,1,1," Skip|Yes","QUESTION","2021-10-28 16:41:23",765957,1332898
2871,765958,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 15 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose15","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958",0,1,1," Skip|Yes","QUESTION","2021-10-28 16:41:23",765957,1332898
2872,765958,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 15 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose15","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958",0,1,1," Skip|Yes","QUESTION","2021-10-28 16:41:23",765957,1332898
2873,765958,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 15 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose15","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958",0,1,1," Skip|Yes","QUESTION","2021-10-28 16:41:23",765957,1332898
2870,765958,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 15 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose15","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958",0,1,1,"Yes| Skip","QUESTION","2021-10-28 16:41:23",765957,1332898
2869,765958,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 15 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose15","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958",0,1,1,"Yes| Skip","QUESTION","2021-10-28 16:41:23",765957,1332898
2898,765959,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 16 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose16","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959",0,1,1," Skip|Yes|No","QUESTION","2021-10-28 16:41:23",765958,1332898
2895,765959,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 16 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose16","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959",0,1,1,"No| Skip|Yes","QUESTION","2021-10-28 16:41:23",765958,1332898
2896,765959,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 16 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose16","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959",0,1,1,"Yes| Skip|No","QUESTION","2021-10-28 16:41:23",765958,1332898
2897,765959,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 16 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose16","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959",0,1,1,"Yes| Skip|No","QUESTION","2021-10-28 16:41:23",765958,1332898
2894,765959,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 16 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose16","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959",0,1,1,"No|Yes| Skip","QUESTION","2021-10-28 16:41:23",765958,1332898
2893,765959,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 16 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose16","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959",0,1,1,"Yes| Skip|No","QUESTION","2021-10-28 16:41:23",765958,1332898
2922,765960,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 17 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose17","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959.1332898.765960",0,1,1," Skip|Yes","QUESTION","2021-10-28 16:41:23",765959,1332898
2919,765960,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 17 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose17","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959.1332898.765960",0,1,1," Skip|Yes","QUESTION","2021-10-28 16:41:23",765959,1332898
2920,765960,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 17 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose17","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959.1332898.765960",0,1,1," Skip|Yes","QUESTION","2021-10-28 16:41:23",765959,1332898
2921,765960,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 17 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose17","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959.1332898.765960",0,1,1,"Yes| Skip","QUESTION","2021-10-28 16:41:23",765959,1332898
2918,765960,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 17 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose17","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959.1332898.765960",0,1,1," Skip|Yes","QUESTION","2021-10-28 16:41:23",765959,1332898
2917,765960,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or 17 full doses of the COVID-19 vaccine?","cdc_covid_xx_dose17","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.765956.1332898.765957.1332898.765958.1332898.765959.1332898.765960",0,1,1," Skip|Yes","QUESTION","2021-10-28 16:41:23",765959,1332898
2610,765961,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or additional full doses of the COVID-19 vaccine?","cdc_covid_xx_dose4","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905056.1332844.765937.1332898.765961",0,1,1,"No|Not sure| Skip|Yes","QUESTION","2021-10-28 11:05:49",765937,1332898
2607,765961,"Have you received a dose in addition to the one(s) previously indicated?This includes boosters or additional full doses of the COVID-19 vaccine?","cdc_covid_xx_dose4","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905056.596880.765937.1332898.765961",0,1,1,"Yes|Not sure|No| Skip","QUESTION","2021-10-28 11:05:49",765937,1332898
